Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2020 09 06 17	0.78	5.8	11.0	358	-9999.9	-9999.9	0.43	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 06 18	0.79	5.9	11.0	359	-9999.9	-9999.9	0.43	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 06 19	0.79	5.7	11.0	0	-9999.9	-9999.9	0.42	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 06 20	0.79	5.5	11.0	0	-9999.9	-9999.9	0.41	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 06 21	0.79	5.2	11.0	1	-9999.9	-9999.9	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 06 22	0.79	5.1	11.0	1	-9999.9	-9999.9	0.38	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 06 23	0.77	5.2	11.0	1	-9999.9	-9999.9	0.37	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 00	0.76	5.2	10.0	1	-9999.9	-9999.9	0.35	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 01	0.77	5.0	10.0	2	-9999.9	-9999.9	0.34	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 02	0.76	5.1	10.0	2	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 03	0.73	5.2	10.0	2	-9999.9	-9999.9	0.31	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 04	0.69	5.3	10.0	1	-9999.9	-9999.9	0.3	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 05	0.66	5.4	10.0	1	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 06	0.65	5.4	10.0	1	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 07	0.64	5.3	10.0	1	-9999.9	-9999.9	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 08	0.63	5.4	10.0	1	-9999.9	-9999.9	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 09	0.62	5.5	10.0	1	-9999.9	-9999.9	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 10	0.61	5.6	10.0	0	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 11	0.61	5.6	10.0	0	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 12	0.6	5.6	10.0	359	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 13	0.59	5.6	10.0	359	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 14	0.6	5.0	10.0	359	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 15	0.6	4.6	10.0	0	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 16	0.61	4.5	10.0	0	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 17	0.62	4.5	10.0	1	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 18	0.61	4.8	10.0	1	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 19	0.6	5.0	10.0	1	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 20	0.59	5.1	10.0	1	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 21	0.59	5.0	10.0	1	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 22	0.6	4.9	10.0	2	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 07 23	0.61	4.9	9.1	3	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 00	0.62	4.9	9.1	4	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 01	0.63	5.0	9.1	5	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 02	0.64	5.0	4.7	7	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 03	0.64	5.1	4.7	8	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 04	0.64	5.1	4.7	9	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 05	0.64	5.2	5.1	10	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 06	0.65	5.2	5.1	11	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 07	0.64	5.3	5.1	12	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 08	0.63	5.3	5.1	13	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 09	0.62	5.4	5.1	13	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 10	0.61	5.4	5.1	12	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 11	0.6	5.3	5.1	12	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 12	0.61	4.4	5.1	13	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 13	0.62	4.0	5.1	14	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 14	0.62	3.9	5.1	14	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 15	0.62	3.7	5.1	14	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 16	0.65	3.6	5.1	15	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 17	0.68	3.7	5.1	16	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 18	0.69	4.0	4.7	15	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 19	0.7	4.4	4.7	14	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 20	0.72	4.6	5.1	14	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 21	0.72	4.7	5.1	13	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 22	0.71	4.8	5.1	13	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 08 23	0.7	4.9	5.1	12	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 00	0.7	4.9	5.1	12	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 01	0.7	5.0	5.1	12	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 02	0.71	5.2	5.1	12	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 03	0.72	5.3	5.1	12	-9999.9	-9999.9	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 04	0.74	5.4	5.7	12	-9999.9	-9999.9	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 05	0.75	5.5	5.7	12	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 06	0.75	5.6	5.7	12	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 07	0.75	5.7	5.7	11	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 08	0.74	5.8	5.7	11	-9999.9	-9999.9	0.3	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 09	0.72	5.8	5.7	10	-9999.9	-9999.9	0.3	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 10	0.71	5.8	5.7	9	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 11	0.69	5.8	5.7	8	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 12	0.68	5.8	5.7	8	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 13	0.66	5.8	5.7	7	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 14	0.64	5.8	11.0	6	-9999.9	-9999.9	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 15	0.62	5.8	5.1	5	-9999.9	-9999.9	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 16	0.59	5.8	5.1	4	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 17	0.57	5.7	10.0	3	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 18	0.56	5.5	10.0	2	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 19	0.56	5.3	10.0	2	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 20	0.55	5.1	10.0	1	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 21	0.55	5.1	10.0	1	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 22	0.54	5.1	10.0	1	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 09 23	0.55	5.0	5.1	1	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 00	0.56	5.0	5.1	1	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 01	0.57	5.0	5.1	2	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 02	0.57	5.0	5.1	2	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 03	0.57	5.0	5.1	3	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 04	0.57	5.1	5.1	3	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 05	0.57	5.1	5.1	3	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 06	0.57	5.2	5.1	3	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 07	0.57	5.2	5.1	3	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 08	0.57	5.2	5.1	4	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 09	0.59	5.3	5.1	4	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 10	0.59	5.3	5.7	4	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 11	0.57	5.3	5.7	4	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 12	0.57	5.3	5.7	4	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 13	0.57	5.4	5.1	4	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 14	0.57	5.3	5.1	3	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 15	0.56	5.1	5.1	3	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 16	0.56	5.2	5.1	2	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 17	0.55	5.4	12.1	1	-9999.9	-9999.9	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 18	0.55	5.5	12.1	1	-9999.9	-9999.9	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 19	0.56	5.6	12.1	0	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 20	0.57	5.7	12.1	0	-9999.9	-9999.9	0.31	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 21	0.59	5.8	12.1	0	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 22	0.62	5.9	12.1	0	-9999.9	-9999.9	0.36	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 10 23	0.65	6.0	12.1	0	-9999.9	-9999.9	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 00	0.68	6.1	12.1	0	-9999.9	-9999.9	0.42	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 01	0.71	6.3	12.1	0	-9999.9	-9999.9	0.46	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 02	0.75	6.5	12.1	0	-9999.9	-9999.9	0.49	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 03	0.77	6.6	12.1	0	-9999.9	-9999.9	0.52	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 04	0.8	6.8	12.1	0	-9999.9	-9999.9	0.54	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 05	0.82	6.9	12.1	0	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 06	0.83	7.0	12.1	360	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 07	0.84	7.1	12.1	359	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 08	0.84	7.2	12.1	359	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 09	0.83	7.3	12.1	358	-9999.9	-9999.9	0.61	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 10	0.83	7.2	12.1	358	-9999.9	-9999.9	0.61	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 11	0.87	5.7	12.1	0	-9999.9	-9999.9	0.61	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 12	0.9	5.3	12.1	1	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 13	0.93	5.0	12.1	2	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 14	0.98	4.5	12.1	4	-9999.9	-9999.9	0.59	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 15	1.01	4.5	12.1	4	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 16	1.01	4.6	12.1	4	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 17	0.98	4.8	11.0	3	-9999.9	-9999.9	0.56	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 18	0.93	5.2	11.0	2	-9999.9	-9999.9	0.55	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 19	0.89	5.6	11.0	1	-9999.9	-9999.9	0.53	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 20	0.86	5.7	11.0	0	-9999.9	-9999.9	0.52	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 21	0.82	5.9	11.0	359	-9999.9	-9999.9	0.5	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 22	0.78	5.9	11.0	358	-9999.9	-9999.9	0.49	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 11 23	0.75	6.0	11.0	358	-9999.9	-9999.9	0.47	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 00	0.73	6.0	11.0	357	-9999.9	-9999.9	0.45	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 01	0.7	6.1	11.0	357	-9999.9	-9999.9	0.43	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 02	0.68	6.0	11.0	357	-9999.9	-9999.9	0.41	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 03	0.66	6.0	11.0	357	-9999.9	-9999.9	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 04	0.64	5.9	11.0	358	-9999.9	-9999.9	0.37	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 05	0.62	5.8	11.0	358	-9999.9	-9999.9	0.35	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 06	0.61	5.7	11.0	359	-9999.9	-9999.9	0.34	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 07	0.6	5.6	11.0	0	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 08	0.59	5.7	11.0	0	-9999.9	-9999.9	0.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 09	0.57	5.8	11.0	359	-9999.9	-9999.9	0.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 10	0.57	5.6	11.0	359	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 11	0.61	4.6	11.0	2	-9999.9	-9999.9	0.34	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 12	0.64	4.5	11.0	2	-9999.9	-9999.9	0.36	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 13	0.67	4.2	11.0	4	-9999.9	-9999.9	0.38	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 14	0.75	4.0	13.3	6	-9999.9	-9999.9	0.41	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 15	0.87	4.1	13.3	8	-9999.9	-9999.9	0.45	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 16	0.95	4.4	13.3	8	-9999.9	-9999.9	0.5	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 17	1.0	4.8	13.3	7	-9999.9	-9999.9	0.55	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 18	1.03	5.3	13.3	6	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 19	1.05	5.7	13.3	5	-9999.9	-9999.9	0.66	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 20	1.07	6.1	13.3	4	-9999.9	-9999.9	0.71	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 21	1.09	6.4	13.3	3	-9999.9	-9999.9	0.76	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 22	1.12	6.6	13.3	2	-9999.9	-9999.9	0.8	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 12 23	1.14	6.8	13.3	2	-9999.9	-9999.9	0.84	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 00	1.15	7.0	13.3	1	-9999.9	-9999.9	0.86	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 01	1.17	7.4	13.3	1	-9999.9	-9999.9	0.88	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 02	1.15	7.7	13.3	0	-9999.9	-9999.9	0.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 03	1.15	7.9	13.3	0	-9999.9	-9999.9	0.91	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 04	1.15	8.2	13.3	359	-9999.9	-9999.9	0.92	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 05	1.15	8.3	13.3	359	-9999.9	-9999.9	0.94	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 06	1.15	8.5	13.3	359	-9999.9	-9999.9	0.95	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 07	1.15	8.7	13.3	358	-9999.9	-9999.9	0.97	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 08	1.15	8.9	13.3	358	-9999.9	-9999.9	0.99	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 09	1.17	9.1	14.7	358	-9999.9	-9999.9	1.0	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 10	1.19	8.9	14.7	358	-9999.9	-9999.9	1.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 11	1.22	8.4	14.7	359	-9999.9	-9999.9	1.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 12	1.23	8.4	14.7	359	-9999.9	-9999.9	1.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 13	1.23	8.1	14.7	0	-9999.9	-9999.9	1.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 14	1.26	7.3	14.7	1	-9999.9	-9999.9	1.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 15	1.29	7.0	14.7	1	-9999.9	-9999.9	1.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 16	1.29	7.0	14.7	2	-9999.9	-9999.9	1.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 17	1.29	7.2	14.7	2	-9999.9	-9999.9	1.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 18	1.26	7.7	13.3	1	-9999.9	-9999.9	1.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 19	1.22	8.2	13.3	1	-9999.9	-9999.9	0.99	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 20	1.18	8.5	13.3	0	-9999.9	-9999.9	0.97	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 21	1.14	8.7	13.3	359	-9999.9	-9999.9	0.96	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 22	1.1	9.0	13.3	358	-9999.9	-9999.9	0.93	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 13 23	1.05	9.2	13.3	357	-9999.9	-9999.9	0.91	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 00	1.02	9.4	13.3	357	-9999.9	-9999.9	0.89	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 01	0.99	9.6	13.3	356	-9999.9	-9999.9	0.87	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 02	0.96	9.6	13.3	356	-9999.9	-9999.9	0.84	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 03	0.94	9.7	13.3	355	-9999.9	-9999.9	0.82	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 04	0.92	9.7	13.3	355	-9999.9	-9999.9	0.81	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 05	0.9	9.6	13.3	355	-9999.9	-9999.9	0.79	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 06	0.88	9.6	13.3	355	-9999.9	-9999.9	0.77	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 07	0.87	9.5	13.3	355	-9999.9	-9999.9	0.76	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 08	0.85	9.2	13.3	355	-9999.9	-9999.9	0.74	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 09	0.84	8.6	13.3	354	-9999.9	-9999.9	0.72	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 10	0.82	8.1	13.3	353	-9999.9	-9999.9	0.71	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 11	0.8	8.6	13.3	353	-9999.9	-9999.9	0.69	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 12	0.78	7.9	12.1	353	-9999.9	-9999.9	0.67	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 13	0.76	8.2	12.1	352	-9999.9	-9999.9	0.65	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 14	0.74	8.0	12.1	351	-9999.9	-9999.9	0.64	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 15	0.72	8.3	12.1	351	-9999.9	-9999.9	0.62	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 16	0.7	8.2	12.1	351	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 17	0.68	8.5	12.1	351	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 18	0.66	8.6	12.1	351	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 19	0.63	8.9	12.1	350	-9999.9	-9999.9	0.55	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 20	0.61	9.0	12.1	350	-9999.9	-9999.9	0.53	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 21	0.59	8.5	12.1	349	-9999.9	-9999.9	0.51	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2020 09 14 22	0.6	6.9	12.1	347	-9999.9	-9999.9	0.49	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
