Valor nulo: -9999.9	
Fecha (GMT)	Temperatura del Agua(ºC)
2024 05 12 23	15.854
2024 05 13 00	15.791
2024 05 13 01	15.742
2024 05 13 02	15.702
2024 05 13 03	15.663
2024 05 13 04	15.618
2024 05 13 05	15.564
2024 05 13 06	15.524
2024 05 13 07	15.522
2024 05 13 08	15.588
2024 05 13 09	15.722
2024 05 13 10	15.911
2024 05 13 11	16.138
2024 05 13 12	16.363
2024 05 13 13	16.562
2024 05 13 14	16.738
2024 05 13 15	16.774
2024 05 13 16	16.621
2024 05 13 17	16.457
2024 05 13 18	16.338
2024 05 13 19	16.25
2024 05 13 20	16.173
2024 05 13 21	16.102
2024 05 13 22	16.065
2024 05 13 23	16.044
2024 05 14 00	16.017
2024 05 14 01	15.978
2024 05 14 02	15.934
2024 05 14 03	15.894
2024 05 14 04	15.864
2024 05 14 05	15.838
2024 05 14 06	15.817
2024 05 14 07	15.803
2024 05 14 08	15.817
2024 05 14 09	15.862
2024 05 14 10	15.914
2024 05 14 11	15.965
2024 05 14 12	16.009
2024 05 14 13	16.023
2024 05 14 14	16.03
2024 05 14 15	16.02
2024 05 14 16	15.978
2024 05 14 17	15.946
2024 05 14 18	15.92
2024 05 14 19	15.888
2024 05 14 20	15.853
2024 05 14 21	15.818
2024 05 14 22	15.771
2024 05 14 23	15.695
2024 05 15 00	15.244
2024 05 15 01	15.19
2024 05 15 02	15.156
2024 05 15 03	15.122
2024 05 15 04	15.098
2024 05 15 05	15.075
2024 05 15 06	15.057
2024 05 15 07	15.054
2024 05 15 08	15.073
2024 05 15 09	15.093
2024 05 15 10	15.097
2024 05 15 11	15.114
2024 05 15 12	15.152
2024 05 15 13	15.215
2024 05 15 14	15.279
2024 05 15 15	15.306
2024 05 15 16	15.305
2024 05 15 17	15.288
2024 05 15 18	15.26
2024 05 15 19	15.223
2024 05 15 20	15.174
2024 05 15 21	15.119
2024 05 15 22	15.078
2024 05 15 23	15.038
2024 05 16 00	14.998
2024 05 16 01	14.963
2024 05 16 02	14.928
2024 05 16 03	14.893
2024 05 16 04	14.858
2024 05 16 05	14.817
2024 05 16 06	14.788
2024 05 16 07	14.79
2024 05 16 08	14.834
2024 05 16 09	14.923
2024 05 16 10	15.057
2024 05 16 11	15.258
2024 05 16 12	15.498
2024 05 16 13	15.717
2024 05 16 14	15.908
2024 05 16 15	16.077
2024 05 16 16	16.167
2024 05 16 17	16.165
2024 05 16 18	16.119
2024 05 16 19	16.046
2024 05 16 20	15.958
2024 05 16 21	15.859
2024 05 16 22	15.759
2024 05 16 23	15.657
2024 05 17 00	15.55
2024 05 17 01	15.465
2024 05 17 02	15.394
2024 05 17 03	15.314
2024 05 17 04	15.238
2024 05 17 05	15.167
2024 05 17 06	15.11
2024 05 17 07	15.096
2024 05 17 08	15.137
2024 05 17 09	15.229
2024 05 17 10	15.374
2024 05 17 11	15.556
2024 05 17 12	15.737
2024 05 17 13	15.862
2024 05 17 14	15.922
2024 05 17 15	15.886
2024 05 17 16	15.848
2024 05 17 17	15.809
2024 05 17 18	15.762
2024 05 17 19	15.704
2024 05 17 20	15.644
2024 05 17 21	15.596
2024 05 17 22	15.56
2024 05 17 23	15.522
2024 05 18 00	15.473
2024 05 18 01	15.425
2024 05 18 02	15.379
2024 05 18 03	15.332
2024 05 18 04	15.281
2024 05 18 05	15.226
2024 05 18 06	15.192
2024 05 18 07	15.206
2024 05 18 08	15.278
2024 05 18 09	15.412
2024 05 18 10	15.576
2024 05 18 11	15.746
2024 05 18 12	15.897
2024 05 18 13	15.988
2024 05 18 14	16.045
2024 05 18 15	16.111
2024 05 18 16	16.189
2024 05 18 17	16.23
2024 05 18 18	16.212
2024 05 18 19	16.141
2024 05 18 20	16.046
2024 05 18 21	15.942
2024 05 18 22	15.847
2024 05 18 23	15.774
2024 05 19 00	15.723
2024 05 19 01	15.678
2024 05 19 02	15.634
2024 05 19 03	15.589
2024 05 19 04	15.535
2024 05 19 05	15.465
2024 05 19 06	15.39
2024 05 19 07	15.364
2024 05 19 08	15.353
2024 05 19 09	15.37
2024 05 19 10	15.472
2024 05 19 11	15.606
2024 05 19 12	15.736
2024 05 19 13	15.835
2024 05 19 14	15.935
2024 05 19 15	16.05
2024 05 19 16	16.128
2024 05 19 17	16.157
2024 05 19 18	16.135
2024 05 19 19	16.068
2024 05 19 20	15.985
2024 05 19 21	15.915
2024 05 19 22	15.856
2024 05 19 23	15.817
2024 05 20 00	15.783
2024 05 20 01	15.755
2024 05 20 02	15.733
2024 05 20 03	15.711
2024 05 20 04	15.693
2024 05 20 05	15.679
2024 05 20 06	15.666
2024 05 20 07	15.653
2024 05 20 08	15.658
2024 05 20 09	15.677
2024 05 20 10	15.719
2024 05 20 11	15.779
2024 05 20 12	15.843
2024 05 20 13	15.905
2024 05 20 14	15.968
2024 05 20 15	16.024
2024 05 20 16	16.061
2024 05 20 17	16.075
2024 05 20 18	16.064
2024 05 20 19	16.03
2024 05 20 20	15.986
2024 05 20 21	15.949
2024 05 20 22	15.918
2024 05 20 23	15.888
2024 05 21 00	15.863
2024 05 21 01	15.839
2024 05 21 02	15.822
2024 05 21 03	15.804
2024 05 21 04	15.788
2024 05 21 05	15.772
2024 05 21 06	15.753
2024 05 21 07	15.737
2024 05 21 08	15.729
2024 05 21 09	15.737
2024 05 21 10	15.757
2024 05 21 11	15.79
2024 05 21 12	15.851
2024 05 21 13	15.933
2024 05 21 14	16.004
2024 05 21 15	16.055
2024 05 21 16	16.084
2024 05 21 17	16.085
2024 05 21 18	16.057
2024 05 21 19	16.016
2024 05 21 20	15.969
2024 05 21 21	15.934
2024 05 21 22	15.901
2024 05 21 23	15.866
2024 05 22 00	15.822
2024 05 22 01	15.774
2024 05 22 02	15.726
2024 05 22 03	15.682
2024 05 22 04	15.647
2024 05 22 05	15.619
2024 05 22 06	15.599
2024 05 22 07	15.603
2024 05 22 08	15.642
2024 05 22 09	15.737
2024 05 22 10	15.902
2024 05 22 11	16.119
2024 05 22 12	16.36
2024 05 22 13	16.591
2024 05 22 14	16.802
2024 05 22 15	16.768
2024 05 22 16	16.559
2024 05 22 17	16.402
2024 05 22 18	16.275
2024 05 22 19	16.187
2024 05 22 20	16.12
2024 05 22 21	16.07
2024 05 22 22	16.031
2024 05 22 23	15.999
2024 05 23 00	15.975
2024 05 23 01	15.954
2024 05 23 02	15.932
2024 05 23 03	15.911
2024 05 23 04	15.892
2024 05 23 05	15.876
2024 05 23 06	15.864
2024 05 23 07	15.861
2024 05 23 08	15.871
2024 05 23 09	15.893
2024 05 23 10	15.926
2024 05 23 11	15.97
2024 05 23 12	16.028
2024 05 23 13	16.078
2024 05 23 14	16.125
2024 05 23 15	16.165
2024 05 23 16	16.188
2024 05 23 17	16.188
2024 05 23 18	16.166
2024 05 23 19	16.134
2024 05 23 20	16.095
2024 05 23 21	16.053
2024 05 23 22	16.015
2024 05 23 23	15.979
2024 05 24 00	15.941
2024 05 24 01	15.9
2024 05 24 02	15.859
2024 05 24 03	15.82
2024 05 24 04	15.784
2024 05 24 05	15.754
2024 05 24 06	15.736
2024 05 24 07	15.751
2024 05 24 08	15.815
2024 05 24 09	15.926
2024 05 24 10	16.078
2024 05 24 11	16.26
2024 05 24 12	16.423
2024 05 24 13	16.545
2024 05 24 14	16.665
2024 05 24 15	16.736
2024 05 24 16	16.771
2024 05 24 17	16.77
2024 05 24 18	16.713
2024 05 24 19	16.615
2024 05 24 20	16.501
2024 05 24 21	16.398
2024 05 24 22	16.313
2024 05 24 23	16.246
2024 05 25 00	16.189
2024 05 25 01	16.139
2024 05 25 02	16.1
2024 05 25 03	16.061
2024 05 25 04	16.022
2024 05 25 05	15.988
2024 05 25 06	15.963
2024 05 25 07	15.962
2024 05 25 08	16.014
2024 05 25 09	16.109
2024 05 25 10	16.237
2024 05 25 11	16.38
2024 05 25 12	16.469
2024 05 25 13	16.585
2024 05 25 14	16.714
2024 05 25 15	16.841
2024 05 25 16	16.95
2024 05 25 17	17.013
2024 05 25 18	17.0
2024 05 25 19	16.962
2024 05 25 20	16.906
2024 05 25 21	16.844
2024 05 25 22	16.789
2024 05 25 23	16.751
2024 05 26 00	16.73
2024 05 26 01	16.718
2024 05 26 02	16.7
2024 05 26 03	16.674
2024 05 26 04	16.65
2024 05 26 05	16.618
2024 05 26 06	16.587
2024 05 26 07	16.562
2024 05 26 08	16.55
2024 05 26 09	16.554
2024 05 26 10	16.565
2024 05 26 11	16.572
2024 05 26 12	16.578
2024 05 26 13	16.598
2024 05 26 14	16.622
2024 05 26 15	16.67
2024 05 26 16	16.719
2024 05 26 17	16.738
2024 05 26 18	16.734
2024 05 26 19	16.701
2024 05 26 20	16.649
2024 05 26 21	16.587
2024 05 26 22	16.528
2024 05 26 23	16.48
2024 05 27 00	16.432
2024 05 27 01	16.39
2024 05 27 02	16.358
2024 05 27 03	16.335
2024 05 27 04	16.312
2024 05 27 05	16.292
2024 05 27 06	16.281
2024 05 27 07	16.277
2024 05 27 08	16.285
2024 05 27 09	16.306
2024 05 27 10	16.354
2024 05 27 11	16.456
2024 05 27 12	16.583
2024 05 27 13	16.727
2024 05 27 14	16.893
2024 05 27 15	17.038
2024 05 27 16	17.142
2024 05 27 17	17.203
2024 05 27 18	17.212
2024 05 27 19	17.171
2024 05 27 20	17.079
2024 05 27 21	16.967
2024 05 27 22	16.851
2024 05 27 23	16.729
2024 05 28 00	16.604
2024 05 28 01	16.493
2024 05 28 02	16.396
2024 05 28 03	16.319
2024 05 28 04	16.264
2024 05 28 05	16.234
2024 05 28 06	16.236
2024 05 28 07	16.282
2024 05 28 08	16.382
2024 05 28 09	16.526
2024 05 28 10	16.705
2024 05 28 11	16.912
2024 05 28 12	17.119
2024 05 28 13	17.252
2024 05 28 14	17.379
2024 05 28 15	17.478
2024 05 28 16	17.539
2024 05 28 17	17.556
2024 05 28 18	17.538
2024 05 28 19	17.493
2024 05 28 20	17.421
2024 05 28 21	17.337
2024 05 28 22	17.246
2024 05 28 23	17.142
2024 05 29 00	16.207
2024 05 29 01	16.137
2024 05 29 02	16.076
2024 05 29 03	16.026
2024 05 29 04	15.996
2024 05 29 05	16.006
2024 05 29 06	16.008
2024 05 29 07	16.027
2024 05 29 08	16.091
2024 05 29 09	16.2
2024 05 29 10	16.335
2024 05 29 11	16.512
2024 05 29 12	16.73
2024 05 29 13	16.951
2024 05 29 14	17.145
2024 05 29 15	17.296
2024 05 29 16	17.385
2024 05 29 17	17.405
2024 05 29 18	17.362
2024 05 29 19	17.265
2024 05 29 20	17.155
2024 05 29 21	17.055
2024 05 29 22	16.959
2024 05 29 23	16.859
2024 05 30 00	16.76
2024 05 30 01	16.707
2024 05 30 02	16.693
2024 05 30 03	16.695
2024 05 30 04	16.711
2024 05 30 05	16.731
2024 05 30 06	16.748
2024 05 30 07	16.761
2024 05 30 08	16.77
2024 05 30 09	16.786
2024 05 30 10	16.803
2024 05 30 11	16.819
2024 05 30 12	16.847
2024 05 30 13	16.893
2024 05 30 14	16.954
2024 05 30 15	17.014
2024 05 30 16	17.071
2024 05 30 17	17.103
2024 05 30 18	17.099
2024 05 30 19	17.063
2024 05 30 20	17.008
2024 05 30 21	16.953
2024 05 30 22	16.897
2024 05 30 23	16.84
2024 05 31 00	16.784
2024 05 31 01	16.723
2024 05 31 02	16.657
2024 05 31 03	16.627
2024 05 31 04	16.619
2024 05 31 05	16.579
2024 05 31 06	16.522
2024 05 31 07	16.489
2024 05 31 08	16.519
2024 05 31 09	16.606
2024 05 31 10	16.74
2024 05 31 11	16.905
2024 05 31 12	17.088
2024 05 31 13	17.26
2024 05 31 14	17.393
2024 05 31 15	17.492
2024 05 31 16	17.575
2024 05 31 17	17.623
2024 05 31 18	17.628
2024 05 31 19	17.586
2024 05 31 20	17.516
2024 05 31 21	17.439
2024 05 31 22	17.361
2024 05 31 23	17.278
2024 06 01 00	17.203
2024 06 01 01	17.122
2024 06 01 02	17.033
2024 06 01 03	16.945
2024 06 01 04	16.861
2024 06 01 05	16.786
2024 06 01 06	16.746
2024 06 01 07	16.76
2024 06 01 08	16.833
2024 06 01 09	16.969
2024 06 01 10	17.129
2024 06 01 11	17.297
2024 06 01 12	17.471
2024 06 01 13	17.634
2024 06 01 14	17.78
2024 06 01 15	17.905
2024 06 01 16	17.974
2024 06 01 17	17.977
2024 06 01 18	17.955
2024 06 01 19	17.911
2024 06 01 20	17.828
2024 06 01 21	17.731
2024 06 01 22	17.653
2024 06 01 23	17.601
2024 06 02 00	17.555
2024 06 02 01	17.491
2024 06 02 02	17.404
2024 06 02 03	17.303
2024 06 02 04	17.198
2024 06 02 05	17.092
2024 06 02 06	17.011
2024 06 02 07	16.992
2024 06 02 08	17.043
2024 06 02 09	17.164
2024 06 02 10	17.333
2024 06 02 11	17.528
2024 06 02 12	17.722
2024 06 02 13	17.884
2024 06 02 14	17.998
2024 06 02 15	18.117
2024 06 02 16	18.182
2024 06 02 17	18.16
2024 06 02 18	18.101
2024 06 02 19	18.036
2024 06 02 20	17.954
2024 06 02 21	17.878
2024 06 02 22	17.817
2024 06 02 23	17.771
2024 06 03 00	17.734
2024 06 03 01	17.702
2024 06 03 02	17.645
2024 06 03 03	17.552
2024 06 03 04	17.453
2024 06 03 05	17.381
2024 06 03 06	17.346
2024 06 03 07	17.34
2024 06 03 08	17.359
2024 06 03 09	17.424
2024 06 03 10	17.54
2024 06 03 11	17.654
2024 06 03 12	17.74
2024 06 03 13	17.819
2024 06 03 14	17.875
2024 06 03 15	17.921
2024 06 03 16	17.971
2024 06 03 17	17.995
2024 06 03 18	17.935
2024 06 03 19	17.809
2024 06 03 20	17.674
2024 06 03 21	17.553
2024 06 03 22	17.441
2024 06 03 23	17.337
2024 06 04 00	17.253
2024 06 04 01	17.191
2024 06 04 02	17.151
2024 06 04 03	17.11
2024 06 04 04	17.05
2024 06 04 05	16.958
2024 06 04 06	16.871
2024 06 04 07	16.831
2024 06 04 08	16.851
2024 06 04 09	16.92
2024 06 04 10	17.041
2024 06 04 11	17.142
2024 06 04 12	17.202
2024 06 04 13	17.287
2024 06 04 14	17.421
2024 06 04 15	17.564
2024 06 04 16	17.679
2024 06 04 17	17.741
2024 06 04 18	17.724
2024 06 04 19	17.674
2024 06 04 20	17.583
2024 06 04 21	17.472
2024 06 04 22	17.379
2024 06 04 23	17.274
2024 06 05 00	17.179
2024 06 05 01	17.102
2024 06 05 02	17.048
2024 06 05 03	17.016
2024 06 05 04	16.979
2024 06 05 05	16.934
2024 06 05 06	16.885
2024 06 05 07	16.872
2024 06 05 08	16.922
2024 06 05 09	17.026
2024 06 05 10	17.088
2024 06 05 11	17.147
2024 06 05 12	17.172
2024 06 05 13	17.208
2024 06 05 14	17.277
2024 06 05 15	17.36
2024 06 05 16	17.449
2024 06 05 17	17.522
2024 06 05 18	17.552
2024 06 05 19	17.543
2024 06 05 20	17.489
2024 06 05 21	17.411
2024 06 05 22	17.318
2024 06 05 23	17.213
2024 06 06 00	17.101
2024 06 06 01	17.013
2024 06 06 02	16.933
2024 06 06 03	16.861
2024 06 06 04	16.802
2024 06 06 05	16.759
2024 06 06 06	16.736
2024 06 06 07	16.742
2024 06 06 08	16.778
2024 06 06 09	16.841
2024 06 06 10	16.909
2024 06 06 11	16.982
2024 06 06 12	16.993
2024 06 06 13	17.001
2024 06 06 14	17.01
2024 06 06 15	17.04
2024 06 06 16	17.105
2024 06 06 17	17.174
2024 06 06 18	17.225
2024 06 06 19	17.251
2024 06 06 20	17.245
2024 06 06 21	17.204
2024 06 06 22	17.147
2024 06 06 23	17.079
2024 06 07 00	17.005
2024 06 07 01	16.962
2024 06 07 02	16.908
2024 06 07 03	16.843
2024 06 07 04	16.782
2024 06 07 05	16.75
2024 06 07 06	16.757
2024 06 07 07	16.793
2024 06 07 08	16.857
2024 06 07 09	16.946
2024 06 07 10	17.011
2024 06 07 11	17.007
2024 06 07 12	17.071
2024 06 07 13	17.127
2024 06 07 14	17.172
2024 06 07 15	17.236
2024 06 07 16	17.27
2024 06 07 17	17.325
2024 06 07 18	17.401
2024 06 07 19	17.43
2024 06 07 20	17.425
2024 06 07 21	17.398
2024 06 07 22	17.344
2024 06 07 23	17.28
2024 06 08 00	17.218
2024 06 08 01	17.161
2024 06 08 02	17.108
2024 06 08 03	17.054
2024 06 08 04	17.012
2024 06 08 05	16.994
2024 06 08 06	17.011
2024 06 08 07	17.012
2024 06 08 08	17.014
2024 06 08 09	17.034
2024 06 08 10	17.036
2024 06 08 11	17.138
2024 06 08 12	17.251
2024 06 08 13	17.326
2024 06 08 14	17.352
2024 06 08 15	17.349
2024 06 08 16	17.377
2024 06 08 17	17.441
2024 06 08 18	17.483
2024 06 08 19	17.498
2024 06 08 20	17.521
2024 06 08 21	17.564
2024 06 08 22	17.619
2024 06 08 23	17.666
2024 06 09 00	17.671
2024 06 09 01	17.643
2024 06 09 02	17.617
2024 06 09 03	17.603
2024 06 09 04	17.595
2024 06 09 05	17.592
2024 06 09 06	17.586
2024 06 09 07	17.58
2024 06 09 08	17.619
2024 06 09 09	17.707
2024 06 09 10	17.816
2024 06 09 11	17.912
2024 06 09 12	18.007
2024 06 09 13	18.067
2024 06 09 14	18.09
2024 06 09 15	18.124
2024 06 09 16	18.166
2024 06 09 17	18.193
2024 06 09 18	18.19
2024 06 09 19	18.175
2024 06 09 20	18.159
2024 06 09 21	18.15
2024 06 09 22	18.153
2024 06 09 23	18.146
2024 06 10 00	18.122
2024 06 10 01	18.078
2024 06 10 02	18.037
2024 06 10 03	18.016
2024 06 10 04	17.991
2024 06 10 05	17.958
2024 06 10 06	17.943
2024 06 10 07	17.951
2024 06 10 08	17.984
2024 06 10 09	18.044
2024 06 10 10	18.119
2024 06 10 11	18.225
2024 06 10 12	18.349
2024 06 10 13	18.472
2024 06 10 14	18.579
2024 06 10 15	18.646
2024 06 10 16	18.672
2024 06 10 17	18.681
2024 06 10 18	18.674
2024 06 10 19	18.637
2024 06 10 20	18.601
2024 06 10 21	18.575
2024 06 10 22	18.569
2024 06 10 23	18.565
2024 06 11 00	18.554
2024 06 11 01	18.512
2024 06 11 02	18.464
2024 06 11 03	18.421
2024 06 11 04	18.396
2024 06 11 05	18.379
2024 06 11 06	18.364
2024 06 11 07	18.359
2024 06 11 08	18.372
2024 06 11 09	18.39
2024 06 11 10	18.415
2024 06 11 11	18.449
2024 06 11 12	18.498
2024 06 11 13	18.531
2024 06 11 14	18.55
2024 06 11 15	18.584
2024 06 11 16	18.609
2024 06 11 17	18.601
2024 06 11 18	18.572
2024 06 11 19	18.528
2024 06 11 20	18.48
2024 06 11 21	18.43
2024 06 11 22	18.382
2024 06 11 23	18.338
2024 06 12 00	17.789
2024 06 12 01	17.713
2024 06 12 02	17.633
2024 06 12 03	17.547
2024 06 12 04	17.458
2024 06 12 05	17.368
2024 06 12 06	17.42
2024 06 12 07	17.488
2024 06 12 08	17.524
2024 06 12 09	17.595
2024 06 12 10	17.707
2024 06 12 11	17.845
2024 06 12 12	17.99
2024 06 12 13	18.132
2024 06 12 14	18.278
2024 06 12 15	18.427
2024 06 12 16	18.53
2024 06 12 17	18.567
2024 06 12 18	18.553
2024 06 12 19	18.503
2024 06 12 20	18.424
2024 06 12 21	18.32
2024 06 12 22	18.241
2024 06 12 23	18.202
2024 06 13 00	18.155
2024 06 13 01	18.109
2024 06 13 02	18.06
2024 06 13 03	18.011
2024 06 13 04	17.946
2024 06 13 05	17.885
2024 06 13 06	17.833
2024 06 13 07	17.804
2024 06 13 08	17.835
2024 06 13 09	17.935
2024 06 13 10	18.089
2024 06 13 11	18.27
2024 06 13 12	18.452
2024 06 13 13	18.593
2024 06 13 14	18.655
2024 06 13 15	18.677
2024 06 13 16	18.678
2024 06 13 17	18.656
2024 06 13 18	18.619
2024 06 13 19	18.574
2024 06 13 20	18.515
2024 06 13 21	18.443
2024 06 13 22	18.375
2024 06 13 23	18.31
2024 06 14 00	18.244
2024 06 14 01	18.185
2024 06 14 02	18.129
2024 06 14 03	18.078
2024 06 14 04	18.036
2024 06 14 05	18.002
2024 06 14 06	18.002
2024 06 14 07	18.057
2024 06 14 08	18.141
2024 06 14 09	18.259
2024 06 14 10	18.429
2024 06 14 11	18.5
2024 06 14 12	18.428
2024 06 14 13	18.384
2024 06 14 14	18.389
2024 06 14 15	18.41
2024 06 14 16	18.416
2024 06 14 17	18.411
2024 06 14 18	18.399
2024 06 14 19	18.387
2024 06 14 20	18.388
2024 06 14 21	18.38
2024 06 14 22	18.37
2024 06 14 23	18.358
2024 06 15 00	18.345
2024 06 15 01	18.325
2024 06 15 02	18.303
2024 06 15 03	18.279
2024 06 15 04	18.25
2024 06 15 05	18.217
2024 06 15 06	18.193
2024 06 15 07	18.182
2024 06 15 08	18.185
2024 06 15 09	18.201
2024 06 15 10	18.225
2024 06 15 11	18.26
2024 06 15 12	18.303
2024 06 15 13	18.342
2024 06 15 14	18.39
2024 06 15 15	18.45
2024 06 15 16	18.502
2024 06 15 17	18.528
2024 06 15 18	18.519
2024 06 15 19	18.472
2024 06 15 20	18.409
2024 06 15 21	18.345
2024 06 15 22	18.284
2024 06 15 23	18.223
2024 06 16 00	18.156
2024 06 16 01	18.087
2024 06 16 02	18.03
2024 06 16 03	17.983
2024 06 16 04	17.945
2024 06 16 05	17.917
2024 06 16 06	17.905
2024 06 16 07	17.925
2024 06 16 08	17.998
2024 06 16 09	18.133
2024 06 16 10	18.317
2024 06 16 11	18.515
2024 06 16 12	18.682
2024 06 16 13	18.817
2024 06 16 14	18.967
2024 06 16 15	19.064
2024 06 16 16	19.099
2024 06 16 17	19.114
2024 06 16 18	19.08
2024 06 16 19	19.022
2024 06 16 20	18.945
2024 06 16 21	18.864
2024 06 16 22	18.791
2024 06 16 23	18.726
2024 06 17 00	18.663
2024 06 17 01	18.595
2024 06 17 02	18.526
2024 06 17 03	18.481
2024 06 17 04	18.446
2024 06 17 05	18.404
2024 06 17 06	18.383
2024 06 17 07	18.389
2024 06 17 08	18.445
2024 06 17 09	18.553
2024 06 17 10	18.693
2024 06 17 11	18.868
2024 06 17 12	19.064
2024 06 17 13	19.193
2024 06 17 14	19.244
2024 06 17 15	19.333
2024 06 17 16	19.445
2024 06 17 17	19.532
2024 06 17 18	19.546
2024 06 17 19	19.522
2024 06 17 20	19.461
2024 06 17 21	19.38
2024 06 17 22	19.304
2024 06 17 23	19.248
2024 06 18 00	19.068
2024 06 18 01	19.018
2024 06 18 02	18.978
2024 06 18 03	18.936
2024 06 18 04	18.887
2024 06 18 05	18.847
2024 06 18 06	18.831
2024 06 18 07	18.814
2024 06 18 08	18.808
2024 06 18 09	18.825
2024 06 18 10	18.848
2024 06 18 11	18.863
2024 06 18 12	18.866
2024 06 18 13	18.914
2024 06 18 14	18.959
2024 06 18 15	18.961
2024 06 18 16	18.968
2024 06 18 17	18.959
2024 06 18 18	18.922
2024 06 18 19	18.875
2024 06 18 20	18.828
2024 06 18 21	18.779
2024 06 18 22	18.739
2024 06 18 23	18.715
2024 06 19 00	18.306
2024 06 19 01	18.275
2024 06 19 02	18.247
2024 06 19 03	18.22
2024 06 19 04	18.194
2024 06 19 05	18.172
2024 06 19 06	18.157
2024 06 19 07	18.159
2024 06 19 08	18.18
2024 06 19 09	18.216
2024 06 19 10	18.276
2024 06 19 11	18.351
2024 06 19 12	18.452
2024 06 19 13	18.563
2024 06 19 14	18.63
2024 06 19 15	18.679
2024 06 19 16	18.72
2024 06 19 17	18.739
2024 06 19 18	18.731
2024 06 19 19	18.706
2024 06 19 20	18.668
2024 06 19 21	18.633
2024 06 19 22	18.604
2024 06 19 23	18.583
2024 06 20 00	18.564
2024 06 20 01	18.546
2024 06 20 02	18.529
2024 06 20 03	18.515
2024 06 20 04	18.5
2024 06 20 05	18.48
2024 06 20 06	18.467
2024 06 20 07	18.463
2024 06 20 08	18.481
2024 06 20 09	18.522
2024 06 20 10	18.578
2024 06 20 11	18.622
2024 06 20 12	18.66
2024 06 20 13	18.677
2024 06 20 14	18.692
2024 06 20 15	18.71
2024 06 20 16	18.724
2024 06 20 17	18.727
2024 06 20 18	18.716
2024 06 20 19	18.689
2024 06 20 20	18.652
2024 06 20 21	18.61
2024 06 20 22	18.572
2024 06 20 23	18.548
2024 06 21 00	18.528
2024 06 21 01	18.517
2024 06 21 02	18.511
2024 06 21 03	18.503
2024 06 21 04	18.495
2024 06 21 05	18.487
2024 06 21 06	18.48
2024 06 21 07	18.477
2024 06 21 08	18.479
2024 06 21 09	18.489
2024 06 21 10	18.511
2024 06 21 11	18.545
2024 06 21 12	18.603
2024 06 21 13	18.652
2024 06 21 14	18.712
2024 06 21 15	18.807
2024 06 21 16	18.893
2024 06 21 17	18.94
2024 06 21 18	18.943
2024 06 21 19	18.893
2024 06 21 20	18.825
2024 06 21 21	18.769
2024 06 21 22	18.721
2024 06 21 23	18.677
2024 06 22 00	18.636
2024 06 22 01	18.595
2024 06 22 02	18.563
2024 06 22 03	18.541
2024 06 22 04	18.518
2024 06 22 05	18.5
2024 06 22 06	18.49
2024 06 22 07	18.487
2024 06 22 08	18.488
2024 06 22 09	18.511
2024 06 22 10	18.552
2024 06 22 11	18.596
2024 06 22 12	18.642
2024 06 22 13	18.666
2024 06 22 14	18.676
2024 06 22 15	18.687
2024 06 22 16	18.69
2024 06 22 17	18.695
2024 06 22 18	18.696
2024 06 22 19	18.685
2024 06 22 20	18.666
2024 06 22 21	18.645
2024 06 22 22	18.623
2024 06 22 23	18.597
2024 06 23 00	18.582
2024 06 23 01	18.572
2024 06 23 02	18.564
2024 06 23 03	18.559
2024 06 23 04	18.557
2024 06 23 05	18.556
2024 06 23 06	18.557
2024 06 23 07	18.559
2024 06 23 08	18.561
2024 06 23 09	18.565
2024 06 23 10	18.569
2024 06 23 11	18.567
2024 06 23 12	18.57
2024 06 23 13	18.575
2024 06 23 14	18.588
2024 06 23 15	18.612
2024 06 23 16	18.648
2024 06 23 17	18.684
2024 06 23 18	18.693
2024 06 23 19	18.678
2024 06 23 20	18.656
2024 06 23 21	18.634
2024 06 23 22	18.616
2024 06 23 23	18.601
2024 06 24 00	18.584
2024 06 24 01	18.567
2024 06 24 02	18.551
2024 06 24 03	18.534
2024 06 24 04	18.513
2024 06 24 05	18.492
2024 06 24 06	18.488
2024 06 24 07	18.511
2024 06 24 08	18.558
2024 06 24 09	18.638
2024 06 24 10	18.747
2024 06 24 11	18.842
2024 06 24 12	18.922
2024 06 24 13	18.995
2024 06 24 14	19.067
2024 06 24 15	19.134
2024 06 24 16	19.188
2024 06 24 17	19.213
2024 06 24 18	19.206
2024 06 24 19	19.171
2024 06 24 20	19.11
2024 06 24 21	19.038
2024 06 24 22	18.969
2024 06 24 23	18.906
2024 06 25 00	18.85
2024 06 25 01	18.801
2024 06 25 02	18.757
2024 06 25 03	18.717
2024 06 25 04	18.679
2024 06 25 05	18.642
2024 06 25 06	18.616
2024 06 25 07	18.618
2024 06 25 08	18.668
2024 06 25 09	18.777
2024 06 25 10	18.922
2024 06 25 11	19.079
2024 06 25 12	19.236
2024 06 25 13	19.419
2024 06 25 14	19.63
2024 06 25 15	19.855
2024 06 25 16	20.05
2024 06 25 17	20.177
2024 06 25 18	20.232
2024 06 25 19	20.216
2024 06 25 20	20.152
2024 06 25 21	20.064
2024 06 25 22	19.982
2024 06 25 23	19.905
2024 06 26 00	19.831
2024 06 26 01	19.779
2024 06 26 02	19.752
2024 06 26 03	19.728
2024 06 26 04	19.694
2024 06 26 05	19.654
2024 06 26 06	19.621
2024 06 26 07	19.617
2024 06 26 08	19.668
2024 06 26 09	19.775
2024 06 26 10	19.908
2024 06 26 11	20.063
2024 06 26 12	20.227
2024 06 26 13	20.389
2024 06 26 14	20.53
2024 06 26 15	20.661
